run_name,seed,interval_index,tokens_seen,target_checkpoint_tokens,step,train_loss,val_loss,val_ppl,elapsed_seconds,tokens_per_second,learning_rate,epoch_equivalent,device,precision
smoke_xpu,101,0,0,0,0,nan,8.338006496429443,4179.749085937628,0.3095832999988488,0.0,0.0005,0.0,cpu,bf16
smoke_xpu,101,1,65536,65536,64,7.35335236042738,6.049005031585693,423.6912608340898,153.76873609999893,427.0582679770924,0.00047906718460695506,0.1528971509094133,cpu,bf16
smoke_xpu,101,2,131072,131072,128,5.67233270034194,5.1934404373168945,180.08706660722112,314.7512562000011,407.03793078133884,0.0003281386849600628,0.3057943018188266,cpu,bf16
smoke_xpu,101,3,196608,196608,192,5.324251111596823,4.816459655761719,123.52698766046073,473.07027540000126,413.94900202868314,0.00013719567170661123,0.45869145272823986,cpu,bf16
smoke_xpu,101,4,262144,262144,256,5.091704182326794,4.728965997695923,113.1784750208651,634.6752039000003,405.5321864766049,5.0022128354095625e-05,0.6115886036376532,cpu,bf16
smoke_xpu,202,0,0,0,0,nan,8.332305431365967,4155.987860952032,0.32279639999978826,0.0,0.0005,0.0,cpu,bf16
smoke_xpu,202,1,65536,65536,64,7.349155243486166,6.050300121307373,424.2403345042501,160.57304289999956,408.9603693682936,0.00047906718460695506,0.1528971509094133,cpu,bf16
smoke_xpu,202,2,131072,131072,128,5.737142443656921,5.268360376358032,194.09745462482326,327.19388869999966,393.3241347164015,0.0003281386849600628,0.3057943018188266,cpu,bf16
smoke_xpu,202,3,196608,196608,192,5.389853209257126,4.894683599472046,133.57773586150563,497.94241469999906,383.81590480025716,0.00013719567170661123,0.45869145272823986,cpu,bf16
smoke_xpu,202,4,262144,262144,256,5.143037084490061,4.796430826187134,121.07749875926558,667.8514860999985,385.7121898201382,5.0022128354095625e-05,0.6115886036376532,cpu,bf16
