run_name,seed,interval_index,tokens_seen,target_checkpoint_tokens,step,train_loss,val_loss,val_ppl,elapsed_seconds,tokens_per_second,learning_rate,epoch_equivalent,device,precision,val_loss_delta,rolling_volatility,backslide,backslide_magnitude,spike_threshold,spike,spike_rate,backslide_frequency,between_seed_val_loss_mean,between_seed_val_loss_variance,between_seed_val_loss_std,seeds_observed,stable_phase_candidate
followup_cpu_rapid_20m_6s,101,0,0,0,0,,8.334211468696594,4163.9168830662165,0.1067164000123739,0.0,0.0004,0.0,cpu,fp32,,,0,0.0,0.01,0,0.0,0.0,8.355202873547872,0.0002801612352736057,0.016738017662602873,6,0
followup_cpu_rapid_20m_6s,101,1,1001472,1000000,489,5.5322262659394665,3.685433208942413,39.862387452625015,159.24665499999537,6293.0274374261135,0.0003997696,2.336459587334472,cpu,fp32,-4.648778259754181,,0,0.0,0.01,0,0.0,0.0,3.6949323614438376,0.0003538564368482051,0.01881107218762942,6,0
followup_cpu_rapid_20m_6s,101,2,2000896,2000000,977,3.5649645249741,3.049807459115982,21.111279246827973,324.6571234999865,6042.084331561238,0.0003975506747393,4.6681411387030245,cpu,fp32,-0.6356257498264308,2.8377273537057257,0,0.0,1.3709505051374435,0,0.0,0.0,3.067961980899175,0.0001727420108987146,0.0131431355048449,6,0
followup_cpu_rapid_20m_6s,101,3,3000320,3000000,1465,3.0851646482211645,2.883470445871353,17.876204052132053,489.9375707000145,6046.837462815328,0.0003902637956963,6.999822690071578,cpu,fp32,-0.1663370132446289,2.4636661203252914,0,0.0,2.206236253311072,0,0.0,0.0,2.9080142627159753,0.00036501816606581577,0.0191054485962988,6,0
followup_cpu_rapid_20m_6s,101,4,4001792,4000000,1954,2.755307906061594,2.800413638353348,16.451450314715117,655.8271395000047,6036.979945420529,0.0003783089014084,9.336282277406047,cpu,fp32,-0.08305680751800537,2.190433460198981,0,0.0,2.4104925860777238,0,0.0,0.0,2.7996221582094827,0.00027444523814909534,0.016566388808340077,6,0
followup_cpu_rapid_20m_6s,101,5,5001216,5000000,2442,2.4692327364607425,2.7954490780830383,16.369978501293033,821.6059382999956,6028.659920535356,0.0003620604997059,11.6679638287746,cpu,fp32,-0.004964560270309448,1.9946285819908545,0,0.0,2.4603476012337397,0,0.0,0.0,2.807710270086924,0.0002597645719694925,0.016117213529934154,6,0
followup_cpu_rapid_20m_6s,101,6,6000640,6000000,2930,2.2378273356828045,2.9206884801387787,18.554057163249503,5066.856109699991,235.42169710823208,0.0003419415104956,13.999645380143155,cpu,fp32,0.12523940205574036,0.2904002340443306,1,0.12523940205574036,0.3665347854432507,0,0.0,1.0,2.8923616906007132,0.0004777657058346855,0.021857852269486257,6,0
followup_cpu_rapid_20m_6s,101,7,7000064,7000000,3418,2.0105001597253027,2.890407383441925,18.000641271246437,5231.829349200008,6058.097683169365,0.0003185000967677,16.331326931511708,cpu,fp32,-0.030281096696853638,0.10736766031767861,0,0.0,0.1601850945095374,0,0.0,1.0,2.897244930267334,0.0007063838779874487,0.02657788324881138,6,0
followup_cpu_rapid_20m_6s,101,8,8001536,8000000,3907,1.7914882897416506,3.0271480679512024,20.63828957912757,5397.476359299995,6045.819960139926,0.0002923191310783,18.667786518846174,cpu,fp32,0.13674068450927734,0.09758880028077847,1,0.13674068450927734,0.20330767743234684,0,0.0,2.0,3.0553031663099923,0.0014321907784963042,0.0378442965121074,6,0
followup_cpu_rapid_20m_6s,101,9,9000960,9000000,4395,1.6025602572032662,3.224828749895096,25.149266972418797,5561.304505900014,6100.441351143774,0.0002642187776561,20.99946807021473,cpu,fp32,0.19768068194389343,0.09794964131633108,1,0.19768068194389343,0.26010066739238025,0,0.0,3.0,3.229576513171196,0.0014950519767118013,0.03866590199014891,6,0
